product_id,product_name,category,brand,price,cost,stock_quantity,supplier,date_added,last_sold_date,status,gross_margin
564,Urban Cruiser,cruiser,Trek,1928.92,3261.75,463.41,Jatri,7/23/2018,5/20/2020,error: undefined method `first' for nil:NilClass,-69.1
565,Mountain Beast,hybrid,Specialized,2691.73,1618.71,487.17,Youfeed,1/7/2018,10/22/2020,error: undefined method `first' for nil:NilClass,39.86
566,City Slicker,mountain,Cannondale,2986.92,1927.44,254.12,Quaxo,3/21/2019,3/14/2021,error: undefined method `first' for nil:NilClass,35.47
567,Trail Blazer,road,Trek,1591.75,1783.45,726.29,Blogspan,3/5/2018,1/30/2020,error: undefined method `first' for nil:NilClass,-12.04
568,Urban Cruiser,BMX,Specialized,2979.77,46.29,214.66,Youtags,6/10/2018,6/5/2021,error: undefined method `first' for nil:NilClass,98.45
569,Trail Blazer,mountain,Giant,1073.67,3840.44,390.96,Flipbug,7/3/2018,12/17/2021,error: undefined method `first' for nil:NilClass,-257.69
570,Trail Blazer,hybrid,Cannondale,2335.87,938.04,407.11,Tanoodle,4/17/2018,11/8/2020,error: undefined method `first' for nil:NilClass,59.84
571,Speed Demon,BMX,Giant,4958.57,1136.96,546.71,Jabberstorm,4/18/2018,8/6/2021,error: undefined method `first' for nil:NilClass,77.07
572,City Slicker,BMX,Trek,4930.79,1516.94,203.68,Nlounge,4/30/2018,3/12/2020,error: undefined method `first' for nil:NilClass,69.24
573,City Slicker,road,Cannondale,3587.54,2987.07,628.09,Yoveo,7/24/2019,6/11/2020,error: undefined method `first' for nil:NilClass,16.74
574,City Slicker,hybrid,Trek,447.66,2996.72,602.49,Devify,1/9/2018,5/10/2021,error: undefined method `first' for nil:NilClass,-569.42
575,Urban Cruiser,hybrid,Trek,2534.41,1555.88,626.24,Voonder,3/2/2018,7/10/2020,error: undefined method `first' for nil:NilClass,38.61
576,Mountain Beast,cruiser,Scott,212.8,419.86,753.01,Yombu,4/30/2019,4/20/2020,error: undefined method `first' for nil:NilClass,-97.3
577,Mountain Beast,mountain,Giant,170.28,2446.44,491.5,Kanoodle,5/23/2018,8/18/2020,error: undefined method `first' for nil:NilClass,-1336.72
578,Urban Cruiser,BMX,Cannondale,3552.3,620.9,242.49,Fatz,5/16/2019,10/25/2021,error: undefined method `first' for nil:NilClass,82.52
579,Trail Blazer,mountain,Trek,1361.0,1820.11,410.02,Zooxo,12/30/2018,12/9/2021,error: undefined method `first' for nil:NilClass,-33.73
580,Mountain Beast,cruiser,Specialized,4478.66,2107.13,197.24,Photofeed,9/11/2018,1/20/2020,error: undefined method `first' for nil:NilClass,52.95
581,City Slicker,road,Specialized,842.42,791.44,815.24,Jabbersphere,6/29/2018,4/25/2020,error: undefined method `first' for nil:NilClass,6.05
582,Speed Demon,mountain,Scott,1896.9,2060.26,451.61,Riffpedia,9/15/2019,12/17/2020,error: undefined method `first' for nil:NilClass,-8.61
583,Speed Demon,road,Scott,823.36,2523.9,563.63,Trilia,12/2/2019,7/25/2020,error: undefined method `first' for nil:NilClass,-206.54
584,Speed Demon,road,Specialized,1552.63,430.78,744.8,Jabbersphere,3/23/2019,4/6/2020,error: undefined method `first' for nil:NilClass,72.25
585,Mountain Beast,hybrid,Specialized,2435.91,2851.83,927.66,Kwimbee,11/13/2019,7/16/2020,error: undefined method `first' for nil:NilClass,-17.07
586,Trail Blazer,cruiser,Specialized,482.03,3044.09,161.65,Mita,1/21/2019,2/17/2021,error: undefined method `first' for nil:NilClass,-531.51
587,City Slicker,hybrid,Cannondale,1528.85,376.82,961.42,Yambee,7/2/2018,6/27/2020,error: undefined method `first' for nil:NilClass,75.35
588,Speed Demon,cruiser,Cannondale,4572.73,870.74,175.75,Twimm,1/3/2019,3/13/2021,error: undefined method `first' for nil:NilClass,80.96
589,Mountain Beast,BMX,Cannondale,3266.59,1076.74,717.59,Cogilith,8/13/2019,8/25/2021,error: undefined method `first' for nil:NilClass,67.04
590,Urban Cruiser,hybrid,Specialized,110.02,2642.73,232.67,Twitternation,5/14/2018,4/15/2020,error: undefined method `first' for nil:NilClass,-2302.05
591,Mountain Beast,hybrid,Trek,3871.35,2177.56,894.97,Youspan,6/13/2018,10/29/2021,error: undefined method `first' for nil:NilClass,43.75
592,Speed Demon,road,Scott,2925.4,127.45,100.16,Avamm,2/23/2018,2/17/2021,error: undefined method `first' for nil:NilClass,95.64
593,Urban Cruiser,road,Cannondale,1855.87,930.02,758.61,Skippad,2/20/2019,4/9/2021,error: undefined method `first' for nil:NilClass,49.89
594,Urban Cruiser,hybrid,Cannondale,4222.71,1068.52,87.68,Avamm,9/11/2019,7/20/2020,error: undefined method `first' for nil:NilClass,74.7
595,City Slicker,cruiser,Scott,1786.76,3182.14,360.5,Aimbu,4/7/2018,5/10/2020,error: undefined method `first' for nil:NilClass,-78.1
596,Trail Blazer,cruiser,Scott,1146.78,3777.74,177.9,Mymm,1/1/2019,8/8/2020,error: undefined method `first' for nil:NilClass,-229.42
597,Trail Blazer,road,Cannondale,3990.1,3037.23,162.39,Roomm,12/20/2018,12/10/2020,error: undefined method `first' for nil:NilClass,23.88
598,Mountain Beast,mountain,Scott,4461.95,3948.75,349.5,Leenti,8/25/2018,4/22/2020,error: undefined method `first' for nil:NilClass,11.5
599,Mountain Beast,road,Cannondale,1837.53,334.07,706.01,Aimbo,2/22/2018,5/28/2020,error: undefined method `first' for nil:NilClass,81.82
600,Urban Cruiser,road,Giant,197.8,3055.84,391.46,Bubblemix,6/6/2019,9/13/2020,error: undefined method `first' for nil:NilClass,-1444.91
601,Urban Cruiser,cruiser,Scott,3299.37,1581.13,304.86,Realfire,1/26/2018,4/4/2021,error: undefined method `first' for nil:NilClass,52.08
602,City Slicker,BMX,Cannondale,3197.95,1241.87,897.86,Vidoo,7/4/2018,2/14/2021,error: undefined method `first' for nil:NilClass,61.17
603,Trail Blazer,BMX,Scott,2611.55,3360.8,661.03,Eabox,12/3/2018,3/24/2021,error: undefined method `first' for nil:NilClass,-28.69
604,City Slicker,road,Trek,176.02,2111.86,694.54,Yacero,1/15/2018,8/24/2021,error: undefined method `first' for nil:NilClass,-1099.78
605,Urban Cruiser,hybrid,Specialized,2609.41,2823.61,743.96,Quatz,9/13/2019,6/24/2020,error: undefined method `first' for nil:NilClass,-8.21
606,City Slicker,road,Trek,1156.44,3574.71,570.37,Topicshots,3/4/2019,9/22/2021,error: undefined method `first' for nil:NilClass,-209.11
607,City Slicker,BMX,Cannondale,2860.18,1821.47,433.12,Twitterwire,12/19/2019,4/13/2020,error: undefined method `first' for nil:NilClass,36.32
608,Urban Cruiser,mountain,Specialized,3023.84,499.93,673.17,Voolia,11/24/2019,10/14/2020,error: undefined method `first' for nil:NilClass,83.47
609,Urban Cruiser,hybrid,Giant,3121.36,1528.41,601.01,Einti,9/23/2018,6/23/2021,error: undefined method `first' for nil:NilClass,51.03
610,City Slicker,road,Specialized,947.16,1819.77,490.47,Nlounge,1/20/2018,12/4/2021,error: undefined method `first' for nil:NilClass,-92.13
611,Urban Cruiser,cruiser,Scott,1020.28,538.73,371.54,Jaxnation,2/12/2018,8/21/2020,error: undefined method `first' for nil:NilClass,47.2
612,Speed Demon,hybrid,Trek,2504.44,728.56,516.3,Jaloo,4/16/2018,2/13/2021,error: undefined method `first' for nil:NilClass,70.91
613,City Slicker,road,Cannondale,1026.16,2731.71,846.39,Trunyx,11/22/2019,8/8/2021,error: undefined method `first' for nil:NilClass,-166.21
614,Speed Demon,hybrid,Cannondale,3263.63,1796.65,916.51,Reallinks,10/15/2018,3/10/2021,error: undefined method `first' for nil:NilClass,44.95
615,Speed Demon,mountain,Trek,2729.2,731.55,663.99,Jabbersphere,7/9/2018,8/12/2021,error: undefined method `first' for nil:NilClass,73.2
616,Urban Cruiser,BMX,Scott,2366.08,833.59,37.14,Fivebridge,5/23/2019,9/11/2020,error: undefined method `first' for nil:NilClass,64.77
617,Urban Cruiser,hybrid,Giant,2001.27,297.24,166.47,Youspan,11/14/2019,12/18/2021,error: undefined method `first' for nil:NilClass,85.15
618,Speed Demon,mountain,Giant,4007.23,1735.43,471.47,Jetpulse,5/21/2019,10/5/2020,error: undefined method `first' for nil:NilClass,56.69
619,Speed Demon,BMX,Cannondale,3315.22,3746.25,562.92,Buzzster,10/10/2018,12/26/2021,error: undefined method `first' for nil:NilClass,-13
620,Urban Cruiser,road,Scott,3198.09,3174.58,760.73,Oyope,5/30/2019,1/25/2020,error: undefined method `first' for nil:NilClass,0.74
621,City Slicker,road,Cannondale,3580.88,2932.28,350.77,Thoughtbeat,8/14/2019,1/29/2020,error: undefined method `first' for nil:NilClass,18.11
622,Mountain Beast,road,Scott,525.8,2720.14,63.99,Edgeblab,3/17/2019,11/26/2020,error: undefined method `first' for nil:NilClass,-417.33
623,Trail Blazer,hybrid,Giant,1488.74,1058.04,270.43,Zoomdog,6/10/2019,5/8/2021,error: undefined method `first' for nil:NilClass,28.93
624,Trail Blazer,hybrid,Specialized,3557.08,2566.12,487.77,Flashdog,10/23/2019,6/27/2021,error: undefined method `first' for nil:NilClass,27.86
625,Mountain Beast,road,Cannondale,3268.27,2539.6,51.52,Einti,5/22/2018,11/18/2020,error: undefined method `first' for nil:NilClass,22.3
626,Trail Blazer,mountain,Giant,830.26,2086.93,338.12,Devify,2/8/2019,1/10/2021,error: undefined method `first' for nil:NilClass,-151.36
627,Speed Demon,mountain,Trek,2547.6,2390.01,355.45,Twiyo,9/28/2018,10/29/2020,error: undefined method `first' for nil:NilClass,6.19
628,Mountain Beast,hybrid,Giant,4863.13,3423.0,184.44,Twimbo,8/8/2018,7/29/2021,error: undefined method `first' for nil:NilClass,29.61
629,City Slicker,road,Scott,2544.86,1895.35,892.43,Skajo,1/25/2018,9/23/2020,error: undefined method `first' for nil:NilClass,25.52
630,Trail Blazer,road,Giant,2512.35,2041.86,495.51,Thoughtblab,3/13/2018,12/7/2021,error: undefined method `first' for nil:NilClass,18.73
631,Urban Cruiser,mountain,Specialized,1348.4,2278.32,290.71,Izio,8/10/2018,1/30/2021,error: undefined method `first' for nil:NilClass,-68.96
632,Mountain Beast,hybrid,Scott,4668.7,677.15,390.61,Photofeed,2/1/2018,10/12/2020,error: undefined method `first' for nil:NilClass,85.5
633,Urban Cruiser,hybrid,Scott,2114.35,3373.95,267.02,Yodel,10/14/2019,7/22/2021,error: undefined method `first' for nil:NilClass,-59.57
634,Speed Demon,BMX,Trek,2395.8,1867.56,225.34,Oba,11/5/2018,2/7/2021,error: undefined method `first' for nil:NilClass,22.05
635,Urban Cruiser,hybrid,Scott,1367.27,151.24,273.6,Quatz,1/14/2019,8/10/2021,error: undefined method `first' for nil:NilClass,88.94
636,Mountain Beast,road,Specialized,2574.05,1456.62,95.72,Fivechat,2/22/2019,8/28/2020,error: undefined method `first' for nil:NilClass,43.41
637,Speed Demon,cruiser,Scott,4132.61,3843.86,171.03,Einti,10/11/2019,9/25/2020,error: undefined method `first' for nil:NilClass,6.99
638,Mountain Beast,road,Trek,764.74,2749.65,906.54,Thoughtstorm,5/21/2018,11/10/2021,error: undefined method `first' for nil:NilClass,-259.55
639,Urban Cruiser,cruiser,Trek,3704.75,1908.58,738.91,Vitz,9/3/2019,9/2/2020,error: undefined method `first' for nil:NilClass,48.48
640,City Slicker,road,Trek,768.58,958.86,764.88,Skalith,7/17/2019,1/31/2020,error: undefined method `first' for nil:NilClass,-24.76
641,Urban Cruiser,cruiser,Specialized,1398.69,1083.89,348.68,Fivechat,12/9/2019,8/20/2021,error: undefined method `first' for nil:NilClass,22.51
642,Speed Demon,road,Scott,2384.76,3099.83,506.37,Mita,9/8/2019,2/15/2020,error: undefined method `first' for nil:NilClass,-29.98
643,Mountain Beast,road,Scott,4053.51,2479.39,819.05,Wordpedia,5/8/2019,4/20/2020,error: undefined method `first' for nil:NilClass,38.83
644,City Slicker,cruiser,Specialized,4333.55,3899.23,155.83,Linkbuzz,7/7/2018,4/29/2020,error: undefined method `first' for nil:NilClass,10.02
645,City Slicker,cruiser,Cannondale,4749.42,3602.52,330.61,Einti,5/1/2019,6/19/2021,error: undefined method `first' for nil:NilClass,24.15
646,Mountain Beast,road,Scott,4680.45,2436.75,725.5,Meezzy,12/23/2019,8/2/2020,error: undefined method `first' for nil:NilClass,47.94
647,Urban Cruiser,BMX,Cannondale,3022.69,2494.01,829.65,Gigashots,7/5/2019,10/10/2021,error: undefined method `first' for nil:NilClass,17.49
648,Urban Cruiser,hybrid,Trek,2580.26,2387.55,459.09,Trudoo,7/18/2019,1/1/2021,error: undefined method `first' for nil:NilClass,7.47
649,Mountain Beast,cruiser,Cannondale,2529.76,277.29,427.74,Feedfish,4/4/2019,1/7/2020,error: undefined method `first' for nil:NilClass,89.04
650,City Slicker,road,Giant,2017.35,2011.99,56.81,Kaymbo,6/28/2018,2/10/2020,error: undefined method `first' for nil:NilClass,0.27
651,Urban Cruiser,road,Scott,239.07,2587.05,953.41,Gigabox,7/14/2018,10/4/2021,error: undefined method `first' for nil:NilClass,-982.13
652,Urban Cruiser,mountain,Scott,213.05,2472.98,519.55,Wordify,10/1/2019,5/29/2021,error: undefined method `first' for nil:NilClass,-1060.75
653,Urban Cruiser,BMX,Scott,4467.42,797.35,490.15,Kare,4/26/2018,7/10/2021,error: undefined method `first' for nil:NilClass,82.15
654,Urban Cruiser,hybrid,Cannondale,254.92,3246.69,286.72,Photojam,4/26/2019,2/3/2021,error: undefined method `first' for nil:NilClass,-1173.61
655,Trail Blazer,BMX,Specialized,4066.49,3422.55,697.64,Oyoba,5/25/2019,1/31/2021,error: undefined method `first' for nil:NilClass,15.84
656,Speed Demon,BMX,Giant,2016.62,2248.79,265.36,Trilith,12/18/2018,12/25/2021,error: undefined method `first' for nil:NilClass,-11.51
657,Urban Cruiser,hybrid,Cannondale,2525.99,827.0,495.57,Aivee,5/8/2019,6/23/2021,error: undefined method `first' for nil:NilClass,67.26
658,Urban Cruiser,cruiser,Trek,4066.97,2378.64,257.95,Miboo,8/6/2018,6/18/2021,error: undefined method `first' for nil:NilClass,41.51
659,Mountain Beast,road,Giant,903.56,3556.98,555.94,Babbleblab,9/11/2019,4/12/2020,error: undefined method `first' for nil:NilClass,-293.66
660,Mountain Beast,road,Specialized,1643.88,3194.9,453.05,Browsedrive,10/9/2019,3/3/2021,error: undefined method `first' for nil:NilClass,-94.35
661,Urban Cruiser,mountain,Specialized,3178.05,1981.38,963.5,Talane,9/24/2019,5/10/2020,error: undefined method `first' for nil:NilClass,37.65
662,Speed Demon,mountain,Giant,4145.58,580.15,972.44,Zoovu,2/21/2018,2/12/2020,error: undefined method `first' for nil:NilClass,86.01
663,Mountain Beast,hybrid,Cannondale,3328.29,686.85,128.81,Midel,2/24/2018,3/21/2020,error: undefined method `first' for nil:NilClass,79.36
664,Speed Demon,BMX,Giant,2741.27,3776.0,189.65,Avamm,5/22/2019,3/5/2021,error: undefined method `first' for nil:NilClass,-37.75
665,City Slicker,BMX,Specialized,1885.59,2243.97,265.78,Ozu,6/9/2018,9/4/2021,error: undefined method `first' for nil:NilClass,-19.01
666,Urban Cruiser,BMX,Scott,2751.02,475.51,723.61,Wikivu,10/7/2018,12/26/2020,error: undefined method `first' for nil:NilClass,82.72
667,Urban Cruiser,mountain,Giant,3736.89,837.27,633.8,Gigabox,2/13/2018,3/13/2021,error: undefined method `first' for nil:NilClass,77.59
668,Trail Blazer,mountain,Specialized,608.79,1826.62,754.14,Jayo,4/30/2019,6/17/2021,error: undefined method `first' for nil:NilClass,-200.04
669,Mountain Beast,mountain,Trek,2095.76,506.87,345.21,Bubblebox,1/24/2018,3/17/2020,error: undefined method `first' for nil:NilClass,75.81
670,City Slicker,road,Trek,1847.5,2307.5,243.53,Innotype,11/23/2019,11/19/2021,error: undefined method `first' for nil:NilClass,-24.9
671,Speed Demon,mountain,Specialized,2363.78,3818.03,396.45,Tagchat,3/7/2019,6/27/2021,error: undefined method `first' for nil:NilClass,-61.52
672,Mountain Beast,cruiser,Scott,4504.66,1659.78,253.8,Browsezoom,8/10/2018,4/18/2020,error: undefined method `first' for nil:NilClass,63.15
673,Speed Demon,mountain,Scott,4458.69,803.57,799.47,Skiptube,8/18/2019,9/2/2020,error: undefined method `first' for nil:NilClass,81.98
674,Urban Cruiser,mountain,Trek,531.76,764.17,948.45,Kazu,1/14/2018,12/16/2020,error: undefined method `first' for nil:NilClass,-43.71
675,Speed Demon,cruiser,Trek,3463.57,575.95,528.39,Realpoint,6/1/2019,9/22/2021,error: undefined method `first' for nil:NilClass,83.37
676,Mountain Beast,road,Specialized,4741.94,3622.73,7.18,Photolist,5/25/2019,9/19/2020,error: undefined method `first' for nil:NilClass,23.6
677,Urban Cruiser,road,Trek,1236.33,2129.32,516.45,Rhynyx,1/22/2018,8/2/2021,error: undefined method `first' for nil:NilClass,-72.23
678,City Slicker,cruiser,Specialized,3198.59,2676.25,923.38,InnoZ,12/18/2018,11/19/2020,error: undefined method `first' for nil:NilClass,16.33
679,Urban Cruiser,mountain,Giant,4182.74,1730.4,357.0,Quimm,8/27/2018,9/8/2021,error: undefined method `first' for nil:NilClass,58.63
680,Mountain Beast,cruiser,Giant,1198.52,1746.78,188.28,Jaxworks,10/6/2018,8/15/2020,error: undefined method `first' for nil:NilClass,-45.74
681,City Slicker,mountain,Cannondale,4136.04,3806.93,552.87,Voolith,1/24/2019,9/29/2020,error: undefined method `first' for nil:NilClass,7.96
682,Trail Blazer,road,Scott,4481.16,3126.6,757.37,Omba,9/6/2019,7/11/2021,error: undefined method `first' for nil:NilClass,30.23
683,Mountain Beast,mountain,Specialized,3891.13,411.93,98.18,Leenti,11/7/2018,10/6/2020,error: undefined method `first' for nil:NilClass,89.41
684,City Slicker,cruiser,Cannondale,1815.13,1137.67,998.47,Dabshots,8/16/2018,6/28/2021,error: undefined method `first' for nil:NilClass,37.32
685,Trail Blazer,BMX,Giant,2453.13,2987.08,505.32,Meejo,1/2/2019,3/20/2021,error: undefined method `first' for nil:NilClass,-21.77
686,Speed Demon,BMX,Cannondale,3354.41,1928.4,229.3,Meevee,4/27/2019,12/27/2021,error: undefined method `first' for nil:NilClass,42.51
687,City Slicker,mountain,Giant,2046.94,343.6,962.45,Eazzy,6/20/2018,10/18/2020,error: undefined method `first' for nil:NilClass,83.21
688,Mountain Beast,mountain,Giant,3682.51,3896.89,870.21,Blogspan,6/3/2019,10/26/2020,error: undefined method `first' for nil:NilClass,-5.82
689,Urban Cruiser,road,Giant,335.5,2039.97,400.1,Twitternation,2/19/2019,3/23/2020,error: undefined method `first' for nil:NilClass,-508.04
690,Urban Cruiser,BMX,Trek,2137.4,3233.18,912.69,Oyoba,3/3/2018,4/8/2020,error: undefined method `first' for nil:NilClass,-51.27
691,Urban Cruiser,hybrid,Trek,1891.42,50.81,826.91,Twitternation,9/23/2018,9/9/2021,error: undefined method `first' for nil:NilClass,97.31
692,Speed Demon,mountain,Specialized,2803.5,1772.11,408.78,Quimm,11/25/2019,2/6/2021,error: undefined method `first' for nil:NilClass,36.79
693,Speed Demon,hybrid,Trek,128.87,946.41,340.75,Thoughtsphere,11/2/2018,7/14/2020,error: undefined method `first' for nil:NilClass,-634.39
694,Speed Demon,BMX,Trek,4429.79,1175.21,805.63,Abatz,4/8/2018,12/21/2021,error: undefined method `first' for nil:NilClass,73.47
695,Urban Cruiser,mountain,Trek,3958.71,2326.19,134.87,Gigazoom,4/27/2019,10/1/2020,error: undefined method `first' for nil:NilClass,41.24
696,Trail Blazer,mountain,Cannondale,2770.39,2981.97,163.65,Wikizz,6/22/2018,9/28/2020,error: undefined method `first' for nil:NilClass,-7.64
697,Mountain Beast,cruiser,Cannondale,4777.49,415.9,828.59,Zoozzy,11/10/2018,11/29/2021,error: undefined method `first' for nil:NilClass,91.29
698,Trail Blazer,mountain,Trek,1354.03,2065.43,532.8,Bubblebox,1/31/2019,6/14/2020,error: undefined method `first' for nil:NilClass,-52.54
699,City Slicker,cruiser,Cannondale,777.95,1717.9,217.12,Izio,6/2/2018,1/21/2021,error: undefined method `first' for nil:NilClass,-120.82
700,Mountain Beast,mountain,Specialized,1374.25,2077.73,669.58,Meembee,2/21/2019,5/25/2021,error: undefined method `first' for nil:NilClass,-51.19
701,Urban Cruiser,mountain,Trek,3623.86,3894.19,230.62,Centidel,5/2/2019,1/17/2021,error: undefined method `first' for nil:NilClass,-7.46
702,City Slicker,BMX,Cannondale,1596.83,279.31,672.93,Ailane,8/14/2018,1/12/2020,error: undefined method `first' for nil:NilClass,82.51
703,Speed Demon,hybrid,Trek,2911.57,3042.61,228.06,Avaveo,10/9/2018,1/16/2021,error: undefined method `first' for nil:NilClass,-4.5
704,Trail Blazer,cruiser,Specialized,2585.9,3932.03,962.34,Youbridge,12/20/2019,9/26/2020,error: undefined method `first' for nil:NilClass,-52.06
705,Urban Cruiser,hybrid,Cannondale,3216.65,2030.75,49.19,Cogidoo,12/23/2019,9/17/2020,error: undefined method `first' for nil:NilClass,36.87
706,Urban Cruiser,cruiser,Specialized,1217.43,3259.93,795.46,Voonte,5/14/2019,2/21/2021,error: undefined method `first' for nil:NilClass,-167.77
707,City Slicker,road,Specialized,2583.72,2357.26,931.61,Skyndu,8/5/2018,4/27/2021,error: undefined method `first' for nil:NilClass,8.76
708,City Slicker,hybrid,Giant,4843.12,1121.45,129.39,Tazzy,5/25/2019,12/1/2021,error: undefined method `first' for nil:NilClass,76.84
709,Speed Demon,BMX,Trek,817.29,809.43,934.44,Gigaclub,4/25/2019,5/25/2020,error: undefined method `first' for nil:NilClass,0.96
710,Mountain Beast,mountain,Giant,256.51,2797.36,955.92,Quatz,4/15/2019,12/1/2020,error: undefined method `first' for nil:NilClass,-990.55
711,Urban Cruiser,cruiser,Trek,3986.43,1203.05,785.03,Zoozzy,1/17/2018,4/26/2020,error: undefined method `first' for nil:NilClass,69.82
712,City Slicker,hybrid,Specialized,3384.27,1210.07,263.71,Linkbridge,12/13/2019,3/21/2021,error: undefined method `first' for nil:NilClass,64.24
713,Mountain Beast,cruiser,Scott,417.21,3240.02,0.17,Dabfeed,4/23/2019,3/26/2021,error: undefined method `first' for nil:NilClass,-676.59
714,Speed Demon,BMX,Trek,1108.32,1028.05,188.0,Trilith,4/7/2018,3/30/2021,error: undefined method `first' for nil:NilClass,7.24
715,Mountain Beast,hybrid,Giant,2274.29,1763.89,843.74,Quatz,7/14/2019,9/8/2020,error: undefined method `first' for nil:NilClass,22.44
716,Trail Blazer,mountain,Specialized,2599.36,1711.25,285.95,Zooveo,8/10/2019,7/13/2020,error: undefined method `first' for nil:NilClass,34.17
717,City Slicker,cruiser,Giant,421.5,3436.27,330.19,Yodo,2/14/2019,6/1/2020,error: undefined method `first' for nil:NilClass,-715.25
718,Speed Demon,road,Giant,2801.13,1593.4,422.07,Dynabox,10/26/2019,12/19/2020,error: undefined method `first' for nil:NilClass,43.12
719,Urban Cruiser,road,Giant,4557.19,3521.75,822.26,Oyoyo,7/16/2019,11/15/2020,error: undefined method `first' for nil:NilClass,22.72
720,Mountain Beast,road,Scott,2631.2,312.26,922.12,Livepath,9/16/2019,11/10/2020,error: undefined method `first' for nil:NilClass,88.13
721,Mountain Beast,mountain,Scott,738.85,1249.46,557.76,Zazio,9/1/2019,12/16/2020,error: undefined method `first' for nil:NilClass,-69.11
722,Urban Cruiser,BMX,Trek,477.19,2242.25,397.3,Centimia,11/14/2019,9/5/2020,error: undefined method `first' for nil:NilClass,-369.89
723,Mountain Beast,road,Giant,4245.07,2776.16,697.87,Youbridge,5/22/2018,8/29/2020,error: undefined method `first' for nil:NilClass,34.6
724,Speed Demon,cruiser,Trek,3642.97,2459.93,771.63,Kayveo,1/18/2018,6/21/2020,error: undefined method `first' for nil:NilClass,32.47
725,Trail Blazer,mountain,Specialized,2123.39,1882.24,668.32,Oloo,10/13/2019,2/14/2020,error: undefined method `first' for nil:NilClass,11.36
726,Speed Demon,BMX,Cannondale,1021.89,3990.97,235.26,Reallinks,5/3/2018,3/24/2020,error: undefined method `first' for nil:NilClass,-290.55
727,Speed Demon,BMX,Scott,2092.42,1244.14,712.24,Brainlounge,8/4/2019,2/29/2020,error: undefined method `first' for nil:NilClass,40.54
728,Mountain Beast,road,Specialized,191.45,350.28,130.11,Skyndu,11/25/2018,1/18/2020,error: undefined method `first' for nil:NilClass,-82.96
729,City Slicker,road,Giant,1636.54,1358.14,674.23,Tagcat,6/30/2019,2/28/2021,error: undefined method `first' for nil:NilClass,17.01
730,Trail Blazer,road,Cannondale,4546.44,1889.16,230.11,Skynoodle,10/21/2019,4/8/2021,error: undefined method `first' for nil:NilClass,58.45
731,Mountain Beast,cruiser,Scott,3905.07,3096.69,588.67,Roomm,11/5/2018,8/31/2021,error: undefined method `first' for nil:NilClass,20.7
732,Speed Demon,cruiser,Giant,2238.96,3963.58,324.91,Trilia,7/14/2019,10/16/2021,error: undefined method `first' for nil:NilClass,-77.03
733,Trail Blazer,hybrid,Trek,1718.73,2789.66,416.49,Gabcube,1/22/2018,12/12/2021,error: undefined method `first' for nil:NilClass,-62.31
734,Urban Cruiser,mountain,Cannondale,2139.16,1097.75,209.96,Meedoo,7/31/2019,3/8/2020,error: undefined method `first' for nil:NilClass,48.68
735,Trail Blazer,cruiser,Specialized,809.12,1649.34,314.65,Jabberbean,12/28/2019,11/24/2020,error: undefined method `first' for nil:NilClass,-103.84
736,Urban Cruiser,cruiser,Cannondale,459.34,139.41,646.94,Realpoint,3/2/2019,6/26/2020,error: undefined method `first' for nil:NilClass,69.65
737,Urban Cruiser,cruiser,Trek,2577.42,1970.21,432.0,Blogspan,6/17/2019,9/24/2021,error: undefined method `first' for nil:NilClass,23.56
738,Speed Demon,cruiser,Scott,4459.48,3803.1,628.12,Teklist,7/17/2018,7/25/2020,error: undefined method `first' for nil:NilClass,14.72
739,Trail Blazer,hybrid,Giant,3392.61,3521.26,523.52,Brightdog,10/31/2018,7/26/2021,error: undefined method `first' for nil:NilClass,-3.79
740,Trail Blazer,BMX,Giant,2243.11,1222.22,620.11,Zoozzy,11/8/2018,1/10/2021,error: undefined method `first' for nil:NilClass,45.51
741,Mountain Beast,road,Trek,3559.86,1352.43,702.2,Bubbletube,1/19/2019,8/30/2020,error: undefined method `first' for nil:NilClass,62.01
742,Urban Cruiser,road,Specialized,1853.59,3657.97,896.39,Feedfire,5/15/2019,8/30/2020,error: undefined method `first' for nil:NilClass,-97.35
743,Mountain Beast,hybrid,Giant,1706.67,1303.08,960.09,Edgeclub,3/23/2019,6/24/2020,error: undefined method `first' for nil:NilClass,23.65
744,Mountain Beast,hybrid,Trek,2443.78,3681.1,576.43,Linkbridge,10/15/2018,11/7/2020,error: undefined method `first' for nil:NilClass,-50.63
745,Mountain Beast,mountain,Scott,376.06,1614.89,700.13,Blogtags,8/6/2019,10/27/2020,error: undefined method `first' for nil:NilClass,-329.42
746,Urban Cruiser,BMX,Scott,1972.47,735.07,876.88,Tanoodle,9/24/2018,11/25/2020,error: undefined method `first' for nil:NilClass,62.73
747,Mountain Beast,hybrid,Scott,2847.17,3625.01,152.89,Mita,4/7/2018,7/15/2020,error: undefined method `first' for nil:NilClass,-27.32
748,Urban Cruiser,road,Scott,4873.42,3027.84,632.36,Thoughtstorm,11/16/2019,10/3/2021,error: undefined method `first' for nil:NilClass,37.87
749,Mountain Beast,mountain,Specialized,3711.44,2205.72,0.4,Twiyo,1/26/2018,5/15/2021,error: undefined method `first' for nil:NilClass,40.57
750,Trail Blazer,cruiser,Specialized,1928.01,1972.77,71.1,Photofeed,12/24/2018,3/31/2020,error: undefined method `first' for nil:NilClass,-2.32
751,Speed Demon,mountain,Giant,4545.0,2048.36,794.22,Jaloo,12/18/2019,3/28/2021,error: undefined method `first' for nil:NilClass,54.93
